Date,Value
2010-09-02,1.5139000415802002
2010-09-03,1.5090999603271484
2010-09-06,1.4973000288009644
2010-09-07,1.500599980354309
2010-09-08,1.51419997215271
2010-09-09,1.5140999555587769
2010-09-10,1.5084999799728394
2010-09-13,1.4924999475479126
2010-09-14,1.4940999746322632
2010-09-15,1.4895999431610107
2010-09-16,1.4878000020980835
2010-09-17,1.493899941444397
2010-09-20,1.4912999868392944
2010-09-21,1.4883999824523926
2010-09-22,1.485700011253357
2010-09-23,1.4829000234603882
2010-09-24,1.4850000143051147
2010-09-27,1.4747999906539917
2010-09-28,1.4693000316619873
2010-09-29,1.4629000425338745
2010-09-30,1.4505000114440918
2010-10-01,1.4457999467849731
2010-10-04,1.442199945449829
2010-10-05,1.4549000263214111
2010-10-06,1.4266999959945679
2010-10-07,1.416200041770935
2010-10-08,1.4253000020980835
2010-10-11,1.409500002861023
2010-10-12,1.4147000312805176
2010-10-13,1.4101999998092651
2010-10-14,1.4048999547958374
2010-10-15,1.406599998474121
2010-10-18,1.4101999998092651
2010-10-19,1.4124000072479248
2010-10-20,1.4372999668121338
2010-10-21,1.4213999509811401
2010-10-22,1.4255000352859497
2010-10-25,1.4219000339508057
2010-10-26,1.4160000085830688
2010-10-27,1.4250999689102173
2010-10-28,1.4423999786376953
2010-10-29,1.4292999505996704
2010-11-01,1.4316999912261963
2010-11-02,1.4248000383377075
2010-11-03,1.409500002861023
2010-11-04,1.4021999835968018
2010-11-05,1.392899990081787
2010-11-08,1.395900011062622
2010-11-09,1.4098000526428223
2010-11-10,1.4143999814987183
2010-11-11,1.4144999980926514
2010-11-12,1.434000015258789
2010-11-15,1.4377000331878662
2010-11-16,1.4444999694824219
2010-11-17,1.461899995803833
2010-11-18,1.452299952507019
2010-11-19,1.4408999681472778
2010-11-22,1.4372999668121338
2010-11-23,1.4529000520706177
2010-11-24,1.481600046157837
2010-11-25,1.4759000539779663
2010-11-26,1.470900058746338
2010-11-29,1.4853999614715576
2010-11-30,1.5026999711990356
2010-12-01,1.502500057220459
2010-12-02,1.4882999658584595
2010-12-03,1.480299949645996
2010-12-06,1.4744000434875488
2010-12-07,1.4830000400543213
2010-12-08,1.4759999513626099
2010-12-09,1.4924999475479126
2010-12-10,1.5069999694824219
2010-12-13,1.503000020980835
2010-12-14,1.5054999589920044
2010-12-15,1.5090999603271484
2010-12-16,1.5240000486373901
2010-12-17,1.5185999870300293
2010-12-20,1.5465999841690063
2010-12-21,1.5509999990463257
2010-12-22,1.5539000034332275
2010-12-23,1.5529999732971191
2010-12-24,1.5442999601364136
2010-12-27,1.5440000295639038
2010-12-28,1.542199969291687
2010-12-29,1.5591000318527222
2010-12-30,1.5490000247955322
2010-12-31,1.552299976348877
2011-01-03,1.541599988937378
2011-01-04,1.5543999671936035
2011-01-05,1.5384999513626099
2011-01-06,1.5430999994277954
2011-01-07,1.5513999462127686
2011-01-10,1.5707000494003296
2011-01-11,1.5752999782562256
2011-01-12,1.575700044631958
2011-01-13,1.559399962425232
2011-01-14,1.5455000400543213
2011-01-17,1.5496000051498413
2011-01-18,1.5398000478744507
2011-01-19,1.5370999574661255
2011-01-20,1.5471999645233154
2011-01-21,1.5805000066757202
2011-01-24,1.5693999528884888
2011-01-25,1.5607000589370728
2011-01-26,1.5663000345230103
2011-01-27,1.573799967765808
2011-01-28,1.577299952507019
2011-01-31,1.6100000143051147
2011-02-01,1.6043000221252441
2011-02-02,1.5771000385284424
2011-02-03,1.5757999420166016
2011-02-04,1.5936000347137451
2011-02-07,1.5835000276565552
2011-02-08,1.5757999420166016
2011-02-09,1.5738999843597412
2011-02-10,1.5882999897003174
2011-02-11,1.5918999910354614
2011-02-14,1.5859999656677246
2011-02-15,1.593500018119812
2011-02-16,1.5942000150680542
2011-02-17,1.5814000368118286
2011-02-18,1.5738999843597412
2011-02-21,1.5743000507354736
2011-02-22,1.5891000032424927
2011-02-23,1.5985000133514404
2011-02-24,1.6068999767303467
2011-02-25,1.6009999513626099
2011-02-28,1.5906000137329102
2011-03-01,1.5959999561309814
2011-03-02,1.614400029182434
2011-03-03,1.6159000396728516
2011-03-04,1.597100019454956
2011-03-07,1.5979000329971313
2011-03-08,1.597100019454956
2011-03-09,1.5882999897003174
2011-03-10,1.579300045967102
2011-03-11,1.5815000534057617
2011-03-14,1.5824999809265137
2011-03-15,1.5673999786376953
2011-03-16,1.5771000385284424
2011-03-17,1.5947999954223633
2011-03-18,1.5855000019073486
2011-03-21,1.5765000581741333
2011-03-22,1.5743999481201172
2011-03-23,1.562399983406067
2011-03-24,1.5550999641418457
2011-03-25,1.5480999946594238
2011-03-28,1.556399941444397
2011-03-29,1.5591000318527222
2011-03-30,1.5546000003814697
2011-03-31,1.5511000156402588
2011-04-01,1.544100046157837
2011-04-04,1.5255999565124512
2011-04-05,1.5298999547958374
2011-04-06,1.5273000001907349
2011-04-07,1.5134999752044678
2011-04-08,1.5099999904632568
2011-04-11,1.5069999694824219
2011-04-12,1.5153000354766846
2011-04-13,1.5214999914169312
2011-04-14,1.5199999809265137
2011-04-18,1.5125000476837158
2011-04-19,1.5397000312805176
2011-04-20,1.527500033378601
2011-04-21,1.5174000263214111
2011-04-22,1.5175000429153442
2011-04-25,1.5146000385284424
2011-04-26,1.5247000455856323
2011-04-27,1.5226999521255493
2011-04-28,1.5162999629974365
2011-04-29,1.5233999490737915
2011-05-02,1.5204999446868896
2011-05-03,1.5204999446868896
2011-05-04,1.5325000286102295
2011-05-05,1.5460000038146973
2011-05-06,1.5484999418258667
2011-05-09,1.5429999828338623
2011-05-10,1.5448999404907227
2011-05-11,1.5583000183105469
2011-05-12,1.5848000049591064
2011-05-13,1.5770000219345093
2011-05-16,1.595900058746338
2011-05-17,1.590000033378601
2011-05-18,1.583899974822998
2011-05-19,1.5708999633789062
2011-05-20,1.5723999738693237
2011-05-23,1.589400053024292
2011-05-24,1.604099988937378
2011-05-25,1.5964000225067139
2011-05-26,1.6049000024795532
2011-05-27,1.6019999980926514
2011-05-30,1.603600025177002
2011-05-31,1.6002999544143677
2011-06-01,1.5920000076293945
2011-06-02,1.5973000526428223
2011-06-03,1.5822999477386475
2011-06-06,1.5706000328063965
2011-06-07,1.5851000547409058
2011-06-08,1.576300024986267
2011-06-09,1.5809999704360962
2011-06-10,1.5713000297546387
2011-06-13,1.57260000705719
2011-06-14,1.5729999542236328
2011-06-15,1.583299994468689
2011-06-16,1.6066999435424805
2011-06-17,1.607800006866455
2011-06-20,1.5882999897003174
2011-06-21,1.600000023841858
2011-06-22,1.611799955368042
2011-06-23,1.6211999654769897
2011-06-24,1.627500057220459
2011-06-27,1.6354999542236328
2011-06-28,1.635599970817566
2011-06-29,1.6411999464035034
2011-06-30,1.620300054550171
2011-07-01,1.621399998664856
2011-07-04,1.604599952697754
2011-07-05,1.6140999794006348
2011-07-06,1.6256999969482422
2011-07-07,1.6308000087738037
2011-07-08,1.6171000003814697
2011-07-11,1.628999948501587
2011-07-12,1.6450999975204468
2011-07-13,1.6503000259399414
2011-07-14,1.642799973487854
2011-07-15,1.6431000232696533
2011-07-18,1.6509000062942505
2011-07-19,1.6579999923706055
2011-07-20,1.656000018119812
2011-07-21,1.6620999574661255
2011-07-22,1.6650999784469604
2011-07-25,1.7003999948501587
2011-07-26,1.7141000032424927
2011-07-27,1.6970000267028809
2011-07-28,1.6893999576568604
2011-07-29,1.6725000143051147
2011-08-01,1.6865999698638916
2011-08-02,1.6913000345230103
2011-08-03,1.7115000486373901
2011-08-04,1.6930999755859375
2011-08-05,1.7409000396728516
2011-08-08,1.742900013923645
2011-08-09,1.7740999460220337
2011-08-10,1.7532999515533447
2011-08-11,1.7747999429702759
2011-08-12,1.777999997138977
2011-08-15,1.7756999731063843
2011-08-16,1.763700008392334
2011-08-17,1.7746000289916992
2011-08-18,1.7683000564575195
2011-08-19,1.7826999425888062
2011-08-22,1.782099962234497
2011-08-23,1.784600019454956
2011-08-24,1.7684999704360962
2011-08-25,1.7806999683380127
2011-08-26,1.7527999877929688
2011-08-29,1.746999979019165
2011-08-30,1.729200005531311
2011-08-31,1.7310999631881714
2011-09-01,1.714400053024292
2011-09-02,1.718000054359436
2011-09-05,1.7455999851226807
2011-09-06,1.7675000429153442
2011-09-07,1.7587000131607056
2011-09-08,1.7563999891281128
2011-09-09,1.7654999494552612
2011-09-12,1.794600009918213
2011-09-13,1.7853000164031982
2011-09-14,1.7640000581741333
2011-09-15,1.774899959564209
2011-09-16,1.7796000242233276
2011-09-19,1.7812000513076782
2011-09-20,1.8109999895095825
2011-09-21,1.7835999727249146
2011-09-22,1.8236000537872314
2011-09-23,1.8389999866485596
2011-09-26,1.8308000564575195
2011-09-27,1.8497999906539917
2011-09-28,1.8422000408172607
2011-09-29,1.8598999977111816
2011-09-30,1.8499000072479248
2011-10-03,1.8545000553131104
2011-10-04,1.8875000476837158
2011-10-05,1.8842999935150146
2011-10-06,1.868299961090088
2011-10-07,1.841599941253662
2011-10-10,1.8482999801635742
2011-10-11,1.8257999420166016
2011-10-12,1.8375999927520752
2011-10-13,1.8167999982833862
2011-10-14,1.8341000080108643
2011-10-17,1.8336999416351318
2011-10-18,1.8653000593185425
2011-10-19,1.8549000024795532
2011-10-20,1.8659000396728516
2011-10-21,1.857100009918213
2011-10-24,1.8371000289916992
2011-10-25,1.7972999811172485
2011-10-26,1.7757999897003174
2011-10-27,1.7563999891281128
2011-10-28,1.745300054550171
2011-10-31,1.7417000532150269
2011-11-01,1.767799973487854
2011-11-02,1.792799949645996
2011-11-03,1.7798000574111938
2011-11-04,1.7518999576568604
2011-11-07,1.7620999813079834
2011-11-08,1.7752000093460083
2011-11-09,1.7681000232696533
2011-11-10,1.799399971961975
2011-11-11,1.7906999588012695
2011-11-14,1.769700050354004
2011-11-15,1.7796000242233276
2011-11-16,1.7978999614715576
2011-11-17,1.8071999549865723
2011-11-18,1.8240000009536743
2011-11-21,1.825600028038025
2011-11-22,1.8575999736785889
2011-11-23,1.8497999906539917
2011-11-24,1.8700000047683716
2011-11-25,1.868399977684021
2011-11-28,1.8753000497817993
2011-11-29,1.8573999404907227
2011-11-30,1.850000023841858
2011-12-01,1.8249000310897827
2011-12-02,1.8260999917984009
2011-12-05,1.8241000175476074
2011-12-06,1.8323999643325806
2011-12-07,1.8335000276565552
2011-12-08,1.829200029373169
2011-12-09,1.8398000001907349
2011-12-12,1.8320000171661377
2011-12-13,1.8664000034332275
2011-12-14,1.8802000284194946
2011-12-15,1.8839000463485718
2011-12-16,1.8765000104904175
2011-12-19,1.8839999437332153
2011-12-20,1.9003000259399414
2011-12-21,1.8828999996185303
2011-12-22,1.8834999799728394
2011-12-23,1.8875000476837158
2011-12-26,1.8890000581741333
2011-12-27,1.889799952507019
2011-12-28,1.8967000246047974
2011-12-29,1.9179999828338623
2011-12-30,1.9154000282287598
2012-01-02,1.8798999786376953
2012-01-03,1.8875999450683594
2012-01-04,1.8720999956130981
2012-01-05,1.8782999515533447
2012-01-06,1.8792999982833862
2012-01-09,1.8795000314712524
2012-01-10,1.867900013923645
2012-01-11,1.8676999807357788
2012-01-12,1.8530000448226929
2012-01-13,1.8517999649047852
2012-01-16,1.861299991607666
2012-01-17,1.850000023841858
2012-01-18,1.8398000001907349
2012-01-19,1.8301000595092773
2012-01-20,1.825600028038025
2012-01-23,1.8316999673843384
2012-01-24,1.8162000179290771
2012-01-25,1.819100022315979
2012-01-26,1.8043999671936035
2012-01-27,1.7925000190734863
2012-01-30,1.7726999521255493
2012-01-31,1.7861000299453735
2012-02-01,1.774399995803833
2012-02-02,1.7546000480651855
2012-02-03,1.756600022315979
2012-02-06,1.7522000074386597
2012-02-07,1.7568000555038452
2012-02-08,1.7467000484466553
2012-02-09,1.750599980354309
2012-02-10,1.7512999773025513
2012-02-13,1.7587000131607056
2012-02-14,1.7669999599456787
2012-02-15,1.7674000263214111
2012-02-16,1.7630000114440918
2012-02-17,1.760699987411499
2012-02-20,1.7401000261306763
2012-02-21,1.743399977684021
2012-02-22,1.7509000301361084
2012-02-23,1.756500005722046
2012-02-24,1.7625000476837158
2012-02-27,1.7616000175476074
2012-02-28,1.7640999555587769
2012-02-29,1.750499963760376
2012-03-01,1.7484999895095825
2012-03-02,1.7517999410629272
2012-03-05,1.766800045967102
2012-03-06,1.770400047302246
2012-03-07,1.7913000583648682
2012-03-08,1.7798999547958374
2012-03-09,1.7740999460220337
2012-03-12,1.7847000360488892
2012-03-13,1.7933000326156616
2012-03-14,1.7856999635696411
2012-03-15,1.805299997329712
2012-03-16,1.7955000400543213
2012-03-19,1.7935999631881714
2012-03-20,1.8033000230789185
2012-03-21,1.8203999996185303
2012-03-22,1.812399983406067
2012-03-23,1.8070000410079956
2012-03-26,1.798799991607666
2012-03-27,1.7847000360488892
2012-03-28,1.787500023841858
2012-03-29,1.7798999547958374
2012-03-30,1.7838000059127808
2012-04-02,1.7796000242233276
2012-04-03,1.7752000093460083
2012-04-04,1.7812999486923218
2012-04-05,1.792199969291687
2012-04-06,1.791200041770935
2012-04-09,1.7929999828338623
2012-04-10,1.7973999977111816
2012-04-11,1.8125
2012-04-12,1.80649995803833
2012-04-13,1.7926000356674194
2012-04-16,1.7962000370025635
2012-04-17,1.7961000204086304
2012-04-18,1.7872999906539917
2012-04-19,1.7856999635696411
2012-04-20,1.7918000221252441
2012-04-23,1.7900999784469604
2012-04-24,1.794600009918213
2012-04-25,1.7800999879837036
2012-04-26,1.7692999839782715
2012-04-27,1.7646000385284424
2012-04-30,1.7590999603271484
2012-05-01,1.756100058555603
2012-05-02,1.7537000179290771
2012-05-03,1.7595000267028809
2012-05-04,1.7608000040054321
2012-05-07,1.7676000595092773
2012-05-08,1.7598999738693237
2012-05-09,1.7773000001907349
2012-05-10,1.7939000129699707
2012-05-11,1.7861000299453735
2012-05-14,1.7855000495910645
2012-05-15,1.8101999759674072
2012-05-16,1.82260000705719
2012-05-17,1.8222999572753906
2012-05-18,1.8281999826431274
2012-05-21,1.8335000276565552
2012-05-22,1.8242000341415405
2012-05-23,1.843999981880188
2012-05-24,1.8496999740600586
2012-05-25,1.8461999893188477
2012-05-28,1.844099998474121
2012-05-29,1.835800051689148
2012-05-30,1.8299000263214111
2012-05-31,1.8550000190734863
2012-06-01,1.864300012588501
2012-06-04,1.8590999841690063
2012-06-05,1.8517999649047852
2012-06-06,1.8453999757766724
2012-06-07,1.8279999494552612
2012-06-08,1.8253999948501587
2012-06-11,1.8075000047683716
2012-06-12,1.8286000490188599
2012-06-13,1.8236000537872314
2012-06-14,1.8183000087738037
2012-06-15,1.813099980354309
2012-06-18,1.8030999898910522
2012-06-19,1.8102999925613403
2012-06-20,1.7994999885559082
2012-06-21,1.7939000129699707
2012-06-22,1.8035000562667847
2012-06-25,1.8128000497817993
2012-06-26,1.819000005722046
2012-06-27,1.8079999685287476
2012-06-28,1.8128999471664429
2012-06-29,1.82669997215271
2012-07-02,1.8042999505996704
2012-07-03,1.8039000034332275
2012-07-04,1.7963000535964966
2012-07-05,1.804800033569336
2012-07-06,1.8097000122070312
2012-07-09,1.818600058555603
2012-07-10,1.822700023651123
2012-07-11,1.8144999742507935
2012-07-12,1.8056000471115112
2012-07-13,1.81850004196167
2012-07-16,1.8092000484466553
2012-07-17,1.8070000410079956
2012-07-18,1.8034000396728516
2012-07-19,1.8009999990463257
2012-07-20,1.8020000457763672
2012-07-23,1.8140000104904175
2012-07-24,1.8184000253677368
2012-07-25,1.8264000415802002
2012-07-26,1.8209999799728394
2012-07-27,1.8098000288009644
2012-07-30,1.8128000497817993
2012-07-31,1.8007999658584595
2012-08-01,1.7932000160217285
2012-08-02,1.8046000003814697
2012-08-03,1.799399971961975
2012-08-06,1.7781000137329102
2012-08-07,1.7755000591278076
2012-08-08,1.784999966621399
2012-08-09,1.7786999940872192
2012-08-10,1.7821999788284302
2012-08-13,1.7839000225067139
2012-08-14,1.7933000326156616
2012-08-15,1.8003000020980835
2012-08-16,1.7967000007629395
2012-08-17,1.7933000326156616
2012-08-20,1.8006000518798828
2012-08-21,1.8008999824523926
2012-08-22,1.7939000129699707
2012-08-23,1.7929999828338623
2012-08-24,1.7926000356674194
2012-08-27,1.7976000308990479
2012-08-28,1.8020000457763672
2012-08-29,1.808500051498413
2012-08-30,1.821560025215149
2012-08-31,1.8265000581741333
2012-09-03,1.8191200494766235
2012-09-04,1.8184499740600586
2012-09-05,1.8190799951553345
2012-09-06,1.8178600072860718
2012-09-07,1.8091700077056885
2012-09-10,1.8005499839782715
2012-09-11,1.802090048789978
2012-09-12,1.8041000366210938
2012-09-13,1.8066799640655518
2012-09-14,1.7985899448394775
2012-09-17,1.7965099811553955
2012-09-18,1.7964500188827515
2012-09-19,1.796180009841919
2012-09-20,1.792099952697754
2012-09-21,1.7967100143432617
2012-09-24,1.7948399782180786
2012-09-25,1.7970399856567383
2012-09-26,1.7906800508499146
2012-09-27,1.7913700342178345
2012-09-28,1.787559986114502
2012-10-01,1.7965799570083618
2012-10-02,1.7910399436950684
2012-10-03,1.790179967880249
2012-10-04,1.803760051727295
2012-10-05,1.7960799932479858
2012-10-08,1.8049900531768799
2012-10-09,1.8119800090789795
2012-10-10,1.8257299661636353
2012-10-11,1.8186800479888916
2012-10-12,1.80649995803833
2012-10-15,1.810789942741394
2012-10-16,1.809689998626709
2012-10-17,1.8003599643707275
2012-10-18,1.798259973526001
2012-10-19,1.797260046005249
2012-10-22,1.7942800521850586
2012-10-23,1.7927000522613525
2012-10-24,1.8011000156402588
2012-10-25,1.8022700548171997
2012-10-26,1.799280047416687
2012-10-29,1.8001999855041504
2012-10-30,1.8033000230789185
2012-10-31,1.79653000831604
2012-11-01,1.7919299602508545
2012-11-02,1.786929965019226
2012-11-05,1.7913800477981567
2012-11-06,1.780400037765503
2012-11-07,1.7726500034332275
2012-11-08,1.7843600511550903
2012-11-09,1.785249948501587
2012-11-12,1.790179967880249
2012-11-13,1.80062997341156
2012-11-14,1.8072799444198608
2012-11-15,1.8055700063705444
2012-11-16,1.8006700277328491
2012-11-19,1.7964999675750732
2012-11-20,1.7991700172424316
2012-11-21,1.7923699617385864
2012-11-22,1.801010012626648
2012-11-23,1.7968800067901611
2012-11-26,1.7942700386047363
2012-11-27,1.7939800024032593
2012-11-28,1.7906800508499146
2012-11-29,1.790079951286316
2012-11-30,1.7850799560546875
2012-12-03,1.785580039024353
2012-12-04,1.7851799726486206
2012-12-05,1.7840499877929688
2012-12-06,1.7860000133514404
2012-12-07,1.789080023765564
2012-12-10,1.7890599966049194
2012-12-11,1.7879799604415894
2012-12-12,1.7810800075531006
2012-12-13,1.7762199640274048
2012-12-14,1.7805800437927246
2012-12-17,1.7784700393676758
2012-12-18,1.7836699485778809
2012-12-19,1.7786099910736084
2012-12-20,1.7834700345993042
2012-12-21,1.7860900163650513
2012-12-24,1.7932900190353394
2012-12-25,1.7949999570846558
2012-12-26,1.7920000553131104
2012-12-27,1.7934199571609497
2012-12-28,1.7880799770355225
2012-12-31,1.7886799573898315
2013-01-01,1.7818000316619873
2013-01-02,1.7813999652862549
2013-01-03,1.7777800559997559
2013-01-04,1.7841999530792236
2013-01-07,1.7804800271987915
2013-01-08,1.7791800498962402
2013-01-09,1.7772799730300903
2013-01-10,1.77538001537323
2013-01-11,1.766379952430725
2013-01-14,1.76937997341156
2013-01-15,1.7680799961090088
2013-01-16,1.768470048904419
2013-01-17,1.7636699676513672
2013-01-18,1.7532700300216675
2013-01-21,1.758739948272705
2013-01-22,1.7642300128936768
2013-01-23,1.7678699493408203
2013-01-24,1.7707699537277222
2013-01-25,1.7682700157165527
2013-01-28,1.7667700052261353
2013-01-29,1.773069977760315
2013-01-30,1.7672699689865112
2013-01-31,1.7683199644088745
2013-02-01,1.7557499408721924
2013-02-04,1.7483700513839722
2013-02-05,1.7616699934005737
2013-02-06,1.7604700326919556
2013-02-07,1.7688699960708618
2013-02-08,1.7729699611663818
2013-02-11,1.7703700065612793
2013-02-12,1.7748700380325317
2013-02-13,1.7718700170516968
2013-02-14,1.7633700370788574
2013-02-15,1.7676500082015991
2013-02-18,1.7676700353622437
2013-02-19,1.7657999992370605
2013-02-20,1.7754600048065186
2013-02-21,1.7845699787139893
2013-02-22,1.7925699949264526
2013-02-25,1.7990700006484985
2013-02-26,1.8102699518203735
2013-02-27,1.804669976234436
2013-02-28,1.7959699630737305
2013-03-01,1.7984700202941895
2013-03-04,1.7981499433517456
2013-03-05,1.7972700595855713
2013-03-06,1.7905700206756592
2013-03-07,1.7974900007247925
2013-03-08,1.7967499494552612
2013-03-11,1.8040900230407715
2013-03-12,1.798359990119934
2013-03-13,1.802109956741333
2013-03-14,1.8114900588989258
2013-03-15,1.8092700242996216
2013-03-18,1.8157700300216675
2013-03-19,1.8122700452804565
2013-03-20,1.8251700401306152
2013-03-21,1.8162699937820435
2013-03-22,1.8171700239181519
2013-03-25,1.8111200332641602
2013-03-26,1.8206199407577515
2013-03-27,1.8127199411392212
2013-03-28,1.811750054359436
2013-03-29,1.8087199926376343
2013-04-01,1.8090699911117554
2013-04-02,1.803920030593872
2013-04-03,1.8026200532913208
2013-04-04,1.8067200183868408
2013-04-05,1.8014700412750244
2013-04-08,1.8016899824142456
2013-04-09,1.784980058670044
2013-04-10,1.7829699516296387
2013-04-11,1.789520025253296
2013-04-12,1.784060001373291
2013-04-15,1.7892999649047852
2013-04-16,1.793470025062561
2013-04-17,1.7869700193405151
2013-04-18,1.7983700037002563
2013-04-19,1.7952699661254883
2013-04-22,1.8010300397872925
2013-04-23,1.803920030593872
2013-04-24,1.8022099733352661
2013-04-25,1.8021199703216553
2013-04-26,1.7982699871063232
2013-04-29,1.7953699827194214
2013-04-30,1.7936099767684937
2013-05-01,1.7911100387573242
2013-05-02,1.7919000387191772
2013-05-03,1.7930500507354736
2013-05-06,1.7932100296020508
2013-05-07,1.7961699962615967
2013-05-08,1.7961000204086304
2013-05-09,1.7892199754714966
2013-05-10,1.7953799962997437
2013-05-13,1.8026200532913208
2013-05-14,1.8103200197219849
2013-05-15,1.8147499561309814
2013-05-16,1.8220900297164917
2013-05-17,1.8228199481964111
2013-05-20,1.8420699834823608
2013-05-21,1.8404099941253662
2013-05-22,1.8420699834823608
2013-05-23,1.8477799892425537
2013-05-24,1.8457200527191162
2013-05-27,1.8449900150299072
2013-05-28,1.8428699970245361
